ID,Text,UserName,UserFollowerCount,RetweetCount,Likes,CreatedAt
1001283729053114368,"RT @crypto_rand: Month of May saved thanks to ICO investments: $OPEN, $NEXO and $SKM between others. Performed in ranges between x2 and x5.…",KinGeeK - The Alchemist 👑,4922,46,0,Tue May 29 02:06:58 +0000 2018
1001276716139114496,RT @crypto_sally_: 1/3 Just want to say I ❤️ the @NexoFinance product for actually spending #crypto . Keep all of your coins (used as colla…,Thelonious Legend,3274,38,0,Tue May 29 01:39:06 +0000 2018
1001276491047501824,RT @coincidencepic: What a coincidence 😀 https://t.co/9YlC2ZUO5J,bonita vasca,227,3374,0,Tue May 29 01:38:12 +0000 2018
1001274559331557377,$tomo $zil $loom $waves $wan $fsn $neo $ela $NEXO $zco so many good coins on sale,cryptohunterCAO713,586,0,4,Tue May 29 01:30:32 +0000 2018
1001274526120919040,@DXdotExchange $NEXO,ICOVietmy,108,0,0,Tue May 29 01:30:24 +0000 2018
1001269013861863430,@lulu_giimenez Oh mt sem nexo,Giovana,107,0,1,Tue May 29 01:08:30 +0000 2018
1001262678004781057,"RT @BrothersBrick: ""#Centaur Knight #Mech takes it to the Nexo level"" | #LEGO 7 is unstoppable when creating jaw-dropping characters. This…",LEGO 7,36,12,0,Tue May 29 00:43:19 +0000 2018
1001260802551132161,@ZinicOFFICIAL I know how on a Mac,NeXo Zodiac (3k subs),137,0,0,Tue May 29 00:35:52 +0000 2018
1001260730924990465,The #Cryptocurrency community wants to see @NexoFinance listed on @MandalaEx! $MDX $NEXO https://t.co/eDZDITaicr… https://t.co/RM6BGZsw7X,Kaasfhee Habib,178,0,0,Tue May 29 00:35:35 +0000 2018
1001260706765811712,@Christo32409336 @ZinicOFFICIAL I knew it,NeXo Zodiac (3k subs),137,0,0,Tue May 29 00:35:29 +0000 2018
1001260209246031872,@Nexo_99 underrated shoe,brown sugar,455,0,0,Tue May 29 00:33:31 +0000 2018
1001253290523480065,You are listening to  Fogarate - NEXO EL KLAN PERFECTO,Poder 98.7,19,0,0,Tue May 29 00:06:01 +0000 2018
1001252891896643585,"Hey there! im nexo the shiba Inu, I do art stuffs! i have a youtube channel and i love doing commissions!https://t.co/pAboIOWHwK",Nexo,3,0,0,Tue May 29 00:04:26 +0000 2018
1001252634257342465,My best buys right now are :$tomo $man $icx$tfd$ss$nexoFeels like back in February during boxing day sales BTFD,Michael Rouimy,212,0,9,Tue May 29 00:03:25 +0000 2018
1001252634257342465,My best buys right now are :$tomo $man $icx$tfd$ss$nexoFeels like back in February during boxing day sales BTFD,Michael Rouimy,212,0,9,Tue May 29 00:03:25 +0000 2018
1001251604794781696,$btc $waves $zoi $sen $nexo $bmc $wgr $tube $xhv $ss💪=💰🎟🌽🚀🎰,John D RockaCoin,68,0,1,Mon May 28 23:59:19 +0000 2018
1001247919876575234,"Lego Nexo Knights Chaos Catapult (70311) https://t.co/IMFvqNvtfO #lego, #legofan, #legovideos https://t.co/yIURO3Ubwk",LegoBricks,27,0,0,Mon May 28 23:44:41 +0000 2018
1001247553940312065,RT @crypto_sally_: 1/3 Just want to say I ❤️ the @NexoFinance product for actually spending #crypto . Keep all of your coins (used as colla…,Rita Bgvc,2,38,0,Mon May 28 23:43:13 +0000 2018
1001247553441226756,RT @NexoFinance: Nexo Community is now the largest crypto group on Telegram with 64k+ supporters and growing! We would like to thank you al…,Rita Bgvc,2,571,0,Mon May 28 23:43:13 +0000 2018
1001238505308160005,"RT @ari5i3: Bought some $OCN, more $NEXO, more $ZIL and more $ZRX in this dip. Also bought some $ETH for upcoming ICOs. Guys, this is when…",Basement Trader,146,3,0,Mon May 28 23:07:16 +0000 2018
1001236887468691456,Free chrome extension to hide tweets that over-shill crypto cash tags &amp; promote groups https://t.co/D6aOXBWQQjNo… https://t.co/N0tnsJKXJs,ShillKill Fan,72,0,0,Mon May 28 23:00:50 +0000 2018
1001235358535897088,"@Gus_Noriega @__PNH__ @Laoncediez Drive, de ""The cars""",bonita vasca,227,0,0,Mon May 28 22:54:46 +0000 2018
1001229799640195077,RT @NexoFinance: Nexo Community is now the largest crypto group on Telegram with 64k+ supporters and growing! We would like to thank you al…,Isa Oliveira Garcia,368,571,0,Mon May 28 22:32:40 +0000 2018
1001226721729925120,Centaur Knight Mech takes it to the Nexo level #LEGO https://t.co/AUvt9WpHqm,Bricks 4 Freaks,388,0,0,Mon May 28 22:20:27 +0000 2018
1001222703066435584,RT @Murat7457: Some Gems with events ☀️$HER $SS $UBT $NEXO $BZNT $UUU $SPHTX $MAN $FSN $TFD $AUC $EVE $CPC $TRAC $ABT $RUFF $CS $MWAT $HOT…,Chamanurz,38,16,0,Mon May 28 22:04:28 +0000 2018
1001219422625902593,An icon reconstructed https://t.co/zIgxctNcKq,IGK,151,0,1,Mon May 28 21:51:26 +0000 2018
1001219131595771904,RT @nfrealmusic: Its funny how the fakest people think they make the realist statements,Nexo_os,309,8458,0,Mon May 28 21:50:17 +0000 2018
1001217645746601984,"@MichaelSuppo Zebi, nexo , zilliqa and holochain!",Jorge Ramos,6,0,0,Mon May 28 21:44:23 +0000 2018
1001215669336096768,"RT @BrothersBrick: ""#Centaur Knight #Mech takes it to the Nexo level"" | #LEGO 7 is unstoppable when creating jaw-dropping characters. This…",Sterling Eyford,379,12,0,Mon May 28 21:36:31 +0000 2018
1001214919063175168,RT @bitox_exchange: NEXO $NEXO by @NexoFinance is now available on @bitox_exchange : https://t.co/IrwgQNfQCdNexo - The World’s First Insta…,muhamadrivaldi21,0,53,0,Mon May 28 21:33:33 +0000 2018
1001213968134889472,"Join the #Airdrop of Nexo coin, Already on the exchanges.use reference as : the_cryptonhttps://t.co/QQ4NQf7ibE",Crypton Mania,503,0,0,Mon May 28 21:29:46 +0000 2018
1001209138360344576,"Like $ava @travalacom, nice idea, great potential... but, repeat it again: NO ONE can buy all the tokens on the mar… https://t.co/HhSq1HcCDs",Boris Komarov,987,0,1,Mon May 28 21:10:34 +0000 2018
1001204560726319104,Total nexo,Castiel,157,0,0,Mon May 28 20:52:23 +0000 2018
1001203451752206337,"LEGO Nexo 2 In 1 Knights Knighton Castle Tower 70357 Building Kit, 1426 Piece https://t.co/f6g7JHT8eh https://t.co/vYd9PJOcmM",BuyingToys,493,0,0,Mon May 28 20:47:59 +0000 2018
1001200386064216064,RT @DerekTMyers: Strongly recommended to buy all in! New Kind of Network ( $NKN ) have a really good chance to repeat success of $ZIL #Zill…,Derek Myers,1404,1,0,Mon May 28 20:35:48 +0000 2018
1001200302450728960,Strongly recommended to buy all in! New Kind of Network ( $NKN ) have a really good chance to repeat success of… https://t.co/bn3f5cXljf,Derek Myers,1404,0,3,Mon May 28 20:35:28 +0000 2018
1001200259417235460,Strongly recommended to buy all in! New Kind of Network ( $NKN ) have a really good chance to repeat success of… https://t.co/snpXSpsfUn,Derek Myers,1404,0,0,Mon May 28 20:35:17 +0000 2018
1001200215213395969,Strongly recommended to buy all in! New Kind of Network ( $NKN ) have a really good chance to repeat success of… https://t.co/Df4l2X8lPi,Derek Myers,1404,1,6,Mon May 28 20:35:07 +0000 2018
1001199983926939648,Strongly recommended to buy all in! They have a really good chance to repeat success of $ZIL #Zilliqa$HOT $NPXS… https://t.co/k0UhsU6qr7,Derek Myers,1404,0,4,Mon May 28 20:34:12 +0000 2018
1001198800726261761,@crypto_sally_ Nexo will be sooooo huge guys🚀 dont miss the train,crypto trading,3,0,0,Mon May 28 20:29:30 +0000 2018
1001197963266404352,RT @OreoKnight34: hey what up guys im gonna be streamin for a wittle bit come join n srry for not streaming school in da way @KayKillaKilla…,Nexo_os,309,1,0,Mon May 28 20:26:10 +0000 2018
1001197838020366336,hey what up guys im gonna be streamin for a wittle bit come join n srry for not streaming school in da way… https://t.co/qqOO6O0x8R,Isaiah Rivera,20,1,1,Mon May 28 20:25:40 +0000 2018
1001197678850658304,Binance is currently accepting new usersRegister link and bonus ➡ https://t.co/TSe5iEfEVT 🚀05/28 04:25 $ECOL… https://t.co/mfDUa835rU,Greta Fleet,3,0,0,Mon May 28 20:25:02 +0000 2018
1001196687124324353,It’s 5 days away for this first weekly draw. #TRX #nexo #banca #dan #BitcoinPrivate #XVGFAM #eth #xvg #ltc… https://t.co/ThChCOaJAk,CryptoTV,178,1,1,Mon May 28 20:21:06 +0000 2018
1001194979757248512,"RT @BrothersBrick: ""#Centaur Knight #Mech takes it to the Nexo level"" | #LEGO 7 is unstoppable when creating jaw-dropping characters. This…",更迭参謀,158,12,0,Mon May 28 20:14:19 +0000 2018
1001193420474474497,Centaur Knight Mech takes it to the Nexo level #LEGO https://t.co/orE29omV9D,Lego Talk,765,0,0,Mon May 28 20:08:07 +0000 2018
1001190402081378304,"Today's PA of the Day is from Fernando Bermejo Cordoba of Spain. ""Db technologies Nexo Jbl Yamaha ls9Yamaha m7""… https://t.co/8xx5S2ogRF",Richmond Pro Sound,2,0,0,Mon May 28 19:56:07 +0000 2018
1001189992633458690,"RT @CosmossUp: Lighting over Telford, U.K https://t.co/9v7ZSSrP6i",Quentin B,105,7315,0,Mon May 28 19:54:30 +0000 2018
1001189893241008128,@Rnb010 I hope you checked out $NEXO.. not shilling.. 👍,damax,21,0,0,Mon May 28 19:54:06 +0000 2018
1001189469763067904,"@PumpTaste $NEXO gonna launch credit cards, cash cards anything everything anything you name it. I think they will replace banks.",Waqas Azam,60,0,2,Mon May 28 19:52:25 +0000 2018
1001188887170084864,Centaur Knight Mech takes it to the Nexo level https://t.co/C2Ot07aPiY,Lego Creativity,3085,0,0,Mon May 28 19:50:06 +0000 2018
1001188746262441985,RT @NexoFinance: Nexo Community is now the largest crypto group on Telegram with 64k+ supporters and growing! We would like to thank you al…,Badreddine,0,571,0,Mon May 28 19:49:32 +0000 2018
1001187884764880899,The #Cryptocurrency community wants to see @NexoFinance listed on @MandalaEx! $MDX $NEXO https://t.co/FbxBm2a3Ck… https://t.co/ohy4vNAPgW,VSSP2P,29,0,0,Mon May 28 19:46:07 +0000 2018
1001187235595767809,"RT @BrothersBrick: ""#Centaur Knight #Mech takes it to the Nexo level"" | #LEGO 7 is unstoppable when creating jaw-dropping characters. This…",Essentua,146,12,0,Mon May 28 19:43:32 +0000 2018
